,score,word,sent,position,listener,talker,talker_gend,snr
26062,1,on,47-01,3,NWF145,NWM055,M,-2
26063,1,while,47-01,4,NWF145,NWM055,M,-2
26064,1,talked,47-01,5,NWF145,NWM055,M,-2
26065,1,tuck,50-06,1,NWF148,NWF009,F,0
26066,1,sheet,50-06,2,NWF148,NWF009,F,0
26067,1,under,50-06,3,NWF148,NWF009,F,0
26068,1,edge,50-06,4,NWF148,NWF009,F,0
26069,1,mat,50-06,5,NWF148,NWF009,F,0
26070,0,loss,22-02,1,NAM008,NWF140,F,-4
26071,0,second,22-02,2,NAM008,NWF140,F,-4
26072,1,ship,22-02,3,NAM008,NWF140,F,-4
26073,0,hard,22-02,4,NAM008,NWF140,F,-4
26074,0,take,22-02,5,NAM008,NWF140,F,-4
26075,1,islands,25-01,1,NWF148,NWF004,F,0
26076,1,sea,25-01,2,NWF148,NWF004,F,0
26077,1,breeze,25-01,3,NWF148,NWF004,F,0
26078,1,soft,25-01,4,NWF148,NWF004,F,0
26079,1,mild,25-01,5,NWF148,NWF004,F,0
26080,1,point,42-09,1,NWF146,NWM005,M,0
26081,1,steel,42-09,2,NWF146,NWM005,M,0
26082,1,pen,42-09,3,NWF146,NWM005,M,0
26083,1,bent,42-09,4,NWF146,NWM005,M,0
26084,1,twisted,42-09,5,NWF146,NWM005,M,0
26085,1,lobes,58-08,1,NAF010,NWF144,F,-2
26086,1,ears,58-08,2,NAF010,NWF144,F,-2
26087,1,pierced,58-08,3,NAF010,NWF144,F,-2
26088,1,hold,58-08,4,NAF010,NWF144,F,-2
26089,1,rings,58-08,5,NAF010,NWF144,F,-2
26090,1,round,57-06,1,NAF010,NWF140,F,0
26091,1,hole,57-06,2,NAF010,NWF140,F,0
26092,0,drilled,57-06,3,NAF010,NWF140,F,0
26093,1,thin,57-06,4,NAF010,NWF140,F,0
26094,1,board,57-06,5,NAF010,NWF140,F,0
26095,1,hard,22-07,1,NWF146,NWF137,F,-2
26096,1,erase,22-07,2,NWF146,NWF137,F,-2
26097,0,blue,22-07,3,NWF146,NWF137,F,-2
26098,0,red,22-07,4,NWF146,NWF137,F,-2
26099,0,ink,22-07,5,NWF146,NWF137,F,-2
26100,0,rake,23-09,1,NWF149,NWF142,F,-4
26101,1,rubbish,23-09,2,NWF149,NWF142,F,-4
26102,0,up,23-09,3,NWF149,NWF142,F,-4
26103,0,burn,23-09,4,NWF149,NWF142,F,-4
26104,0,it,23-09,5,NWF149,NWF142,F,-4
26105,1,pink,31-04,1,NAM005,NWM084,M,-2
26106,1,clouds,31-04,2,NAM005,NWM084,M,-2
26107,1,floated,31-04,3,NAM005,NWM084,M,-2
26108,0,with,31-04,4,NAM005,NWM084,M,-2
26109,1,breeze,31-04,5,NAM005,NWM084,M,-2
26110,1,zones,34-08,1,NAM007,NWM082,M,-4
26111,1,merge,34-08,2,NAM007,NWM082,M,-4
26112,0,central,34-08,3,NAM007,NWM082,M,-4
26113,0,part,34-08,4,NAM007,NWM082,M,-4
26114,0,town,34-08,5,NAM007,NWM082,M,-4
26115,1,slide,60-03,1,NWF146,NWF139,F,-4
26116,0,tray,60-03,2,NWF146,NWF139,F,-4
26117,1,across,60-03,3,NWF146,NWF139,F,-4
26118,0,glass,60-03,4,NWF146,NWF139,F,-4
26119,0,top,60-03,5,NWF146,NWF139,F,-4
26120,0,bill,10-10,1,NAM007,NWM080,M,-4
26121,0,paid,10-10,2,NAM007,NWM080,M,-4
26122,0,every,10-10,3,NAM007,NWM080,M,-4
26123,0,third,10-10,4,NAM007,NWM080,M,-4
26124,0,week,10-10,5,NAM007,NWM080,M,-4
26125,1,pennant,12-03,1,NAF010,NWM077,M,2
26126,1,waved,12-03,2,NAF010,NWM077,M,2
26127,1,when,12-03,3,NAF010,NWM077,M,2
26128,1,wind,12-03,4,NAF010,NWM077,M,2
26129,1,blew,12-03,5,NAF010,NWM077,M,2
26130,1,jazz,23-08,1,NAF010,NWM079,M,-4
26131,1,swing,23-08,2,NAF010,NWM079,M,-4
26132,0,fans,23-08,3,NAF010,NWM079,M,-4
26133,1,fast,23-08,4,NAF010,NWM079,M,-4
26134,0,music,23-08,5,NAF010,NWM079,M,-4
26135,0,fight,31-10,1,NWF148,NWM080,M,-4
26136,0,end,31-10,2,NWF148,NWM080,M,-4
26137,0,just,31-10,3,NWF148,NWM080,M,-4
26138,0,six,31-10,4,NWF148,NWM080,M,-4
26139,0,minutes,31-10,5,NWF148,NWM080,M,-4
26140,1,fairy,19-02,1,NWF149,NWF008,F,0
26141,1,tales,19-02,2,NWF149,NWF008,F,0
26142,1,should,19-02,3,NWF149,NWF008,F,0
26143,0,fun,19-02,4,NWF149,NWF008,F,0
26144,0,write,19-02,5,NWF149,NWF008,F,0
26145,1,put,68-02,1,NWF146,NWF004,F,0
26146,1,chart,68-02,2,NWF146,NWF004,F,0
26147,1,mantel,68-02,3,NWF146,NWF004,F,0
26148,0,tack,68-02,4,NWF146,NWF004,F,0
26149,1,down,68-02,5,NWF146,NWF004,F,0
26150,0,saw,06-05,1,NWM088,NWM004,M,-4
26151,0,tool,06-05,2,NWM088,NWM004,M,-4
26152,0,used,06-05,3,NWM088,NWM004,M,-4
26153,0,making,06-05,4,NWM088,NWM004,M,-4
26154,0,boards,06-05,5,NWM088,NWM004,M,-4
26155,1,caught,13-07,1,NWF146,NWF143,F,2
26156,1,hind,13-07,2,NWF146,NWF143,F,2
26157,1,paw,13-07,3,NWF146,NWF143,F,2
26158,1,rusty,13-07,4,NWF146,NWF143,F,2
26159,0,trap,13-07,5,NWF146,NWF143,F,2
26160,1,beetle,52-10,1,NWM090,NWM077,M,0
26161,1,droned,52-10,2,NWM090,NWM077,M,0
26162,1,hot,52-10,3,NWM090,NWM077,M,0
26163,1,june,52-10,4,NWM090,NWM077,M,0
26164,1,sun,52-10,5,NWM090,NWM077,M,0
26165,1,take,70-04,1,NWM090,NWM086,M,0
26166,1,match,70-04,2,NWM090,NWM086,M,0
26167,1,strike,70-04,3,NWM090,NWM086,M,0
26168,1,against,70-04,4,NWM090,NWM086,M,0
26169,1,shoe,70-04,5,NWM090,NWM086,M,0
26170,1,takes,40-07,1,NAM009,NWF004,F,0
26171,1,heat,40-07,2,NAM009,NWF004,F,0
26172,1,bring,40-07,3,NAM009,NWF004,F,0
26173,1,out,40-07,4,NAM009,NWF004,F,0
26174,1,odor,40-07,5,NAM009,NWF004,F,0
26175,1,take,70-04,1,NAF012,NWF143,F,-4
26176,1,match,70-04,2,NAF012,NWF143,F,-4
26177,1,strike,70-04,3,NAF012,NWF143,F,-4
26178,1,against,70-04,4,NAF012,NWF143,F,-4
26179,1,shoe,70-04,5,NAF012,NWF143,F,-4
26180,1,we,12-10,1,NWF150,NWF008,F,0
26181,1,find,12-10,2,NWF150,NWF008,F,0
26182,1,joy,12-10,3,NWF150,NWF008,F,0
26183,1,simplest,12-10,4,NWF150,NWF008,F,0
26184,1,things,12-10,5,NWF150,NWF008,F,0
26185,1,frosty,06-01,1,NWF148,NWF135,F,-2
26186,1,air,06-01,2,NWF148,NWF135,F,-2
26187,1,passed,06-01,3,NWF148,NWF135,F,-2
26188,1,through,06-01,4,NWF148,NWF135,F,-2
26189,0,coat,06-01,5,NWF148,NWF135,F,-2
26190,1,early,62-06,1,NWF148,NWF003,F,0
26191,1,phase,62-06,2,NWF148,NWF003,F,0
26192,0,life,62-06,3,NWF148,NWF003,F,0
26193,0,moves,62-06,4,NWF148,NWF003,F,0
26194,1,fast,62-06,5,NWF148,NWF003,F,0
26195,1,offered,49-05,1,NAF008,NWF003,F,-4
26196,0,proof,49-05,2,NAF008,NWF003,F,-4
26197,0,form,49-05,3,NAF008,NWF003,F,-4
26198,0,large,49-05,4,NAF008,NWF003,F,-4
26199,0,chart,49-05,5,NAF008,NWF003,F,-4
26200,1,beach,34-02,1,NWF150,NWM085,M,2
26201,1,dry,34-02,2,NWF150,NWM085,M,2
26202,1,shallow,34-02,3,NWF150,NWM085,M,2
26203,0,low,34-02,4,NWF150,NWM085,M,2
26204,0,tide,34-02,5,NWF150,NWM085,M,2
26205,0,plead,37-05,1,NWF147,NWF136,F,-4
26206,1,council,37-05,2,NWF147,NWF136,F,-4
26207,0,free,37-05,3,NWF147,NWF136,F,-4
26208,0,poor,37-05,4,NWF147,NWF136,F,-4
26209,0,thief,37-05,5,NWF147,NWF136,F,-4
26210,0,bottles,45-05,1,NWM088,NWF144,F,-4
26211,0,hold,45-05,2,NWM088,NWF144,F,-4
26212,1,four,45-05,3,NWM088,NWF144,F,-4
26213,0,kinds,45-05,4,NWM088,NWF144,F,-4
26214,0,rum,45-05,5,NWM088,NWF144,F,-4
26215,1,hidden,58-03,1,NWF149,NWF135,F,2
26216,1,sight,58-03,2,NWF149,NWF135,F,2
26217,1,mass,58-03,3,NWF149,NWF135,F,2
26218,1,leaves,58-03,4,NWF149,NWF135,F,2
26219,1,shrubs,58-03,5,NWF149,NWF135,F,2
26220,0,gold,65-09,1,NWF150,NWF136,F,-4
26221,0,vase,65-09,2,NWF150,NWF136,F,-4
26222,0,both,65-09,3,NWF150,NWF136,F,-4
26223,0,rare,65-09,4,NWF150,NWF136,F,-4
26224,0,costly,65-09,5,NWF150,NWF136,F,-4
26225,1,sense,41-08,1,NAM007,NWF144,F,-4
26226,1,smell,41-08,2,NAM007,NWF144,F,-4
26227,1,better,41-08,3,NAM007,NWF144,F,-4
26228,1,than,41-08,4,NAM007,NWF144,F,-4
26229,1,touch,41-08,5,NAM007,NWF144,F,-4
26230,1,fairy,19-02,1,NWF150,NWM078,M,-2
26231,1,tales,19-02,2,NWF150,NWM078,M,-2
26232,0,should,19-02,3,NWF150,NWM078,M,-2
26233,0,fun,19-02,4,NWF150,NWM078,M,-2
26234,0,write,19-02,5,NWF150,NWM078,M,-2
26235,1,watch,30-04,1,NAM007,NWF136,F,2
26236,1,log,30-04,2,NAM007,NWF136,F,2
26237,1,float,30-04,3,NAM007,NWF136,F,2
26238,0,wide,30-04,4,NAM007,NWF136,F,2
26239,1,river,30-04,5,NAM007,NWF136,F,2
26240,1,islands,25-01,1,NAF012,NWF004,F,-4
26241,1,sea,25-01,2,NAF012,NWF004,F,-4
26242,1,breeze,25-01,3,NAF012,NWF004,F,-4
26243,1,soft,25-01,4,NAF012,NWF004,F,-4
26244,1,mild,25-01,5,NAF012,NWF004,F,-4
26245,0,point,42-09,1,NWF150,NWM083,M,-4
26246,0,steel,42-09,2,NWF150,NWM083,M,-4
26247,0,pen,42-09,3,NWF150,NWM083,M,-4
26248,0,bent,42-09,4,NWF150,NWM083,M,-4
26249,0,twisted,42-09,5,NWF150,NWM083,M,-4
26250,0,rope,05-07,1,NWF148,NWF133,F,-4
26251,0,bind,05-07,2,NWF148,NWF133,F,-4
26252,1,seven,05-07,3,NWF148,NWF133,F,-4
26253,0,books,05-07,4,NWF148,NWF133,F,-4
26254,0,once,05-07,5,NWF148,NWF133,F,-4
26255,0,our,36-08,1,NAM005,NWM007,M,0
26256,0,plans,36-08,2,NAM005,NWM007,M,0
26257,1,right,36-08,3,NAM005,NWM007,M,0
26258,1,now,36-08,4,NAM005,NWM007,M,0
26259,0,hazy,36-08,5,NAM005,NWM007,M,0
26260,0,jerk,41-02,1,NAM008,NWF135,F,0
26261,1,dart,41-02,2,NAM008,NWF135,F,0
26262,0,from,41-02,3,NAM008,NWF135,F,0
26263,0,cork,41-02,4,NAM008,NWF135,F,0
26264,0,target,41-02,5,NAM008,NWF135,F,0
26265,1,six,61-09,1,NWF146,NWF144,F,-4
26266,1,comes,61-09,2,NWF146,NWF144,F,-4
26267,1,more,61-09,3,NWF146,NWF144,F,-4
26268,1,often,61-09,4,NWF146,NWF144,F,-4
26269,1,ten,61-09,5,NWF146,NWF144,F,-4
26270,1,curtain,71-06,1,NWF150,NWM084,M,2
26271,1,rose,71-06,2,NWF150,NWM084,M,2
26272,1,show,71-06,3,NWF150,NWM084,M,2
26273,0,was,71-06,4,NWF150,NWM084,M,2
26274,1,on,71-06,5,NWF150,NWM084,M,2
26275,1,pushed,24-02,1,NAF008,NWM086,M,-4
26276,1,back,24-02,2,NAF008,NWM086,M,-4
26277,0,each,24-02,3,NAF008,NWM086,M,-4
26278,0,time,24-02,4,NAF008,NWM086,M,-4
26279,0,attack,24-02,5,NAF008,NWM086,M,-4
26280,1,pure,15-06,1,NAF010,NWM083,M,0
26281,1,bred,15-06,2,NAF010,NWM083,M,0
26282,1,poodles,15-06,3,NAF010,NWM083,M,0
26283,1,have,15-06,4,NAF010,NWM083,M,0
26284,0,curls,15-06,5,NAF010,NWM083,M,0
26285,1,dash,27-09,1,NWM090,NWM077,M,-4
26286,0,pepper,27-09,2,NWM090,NWM077,M,-4
26287,0,spoils,27-09,3,NWM090,NWM077,M,-4
26288,0,beef,27-09,4,NWM090,NWM077,M,-4
26289,0,stew,27-09,5,NWM090,NWM077,M,-4
26290,1,boy,02-01,1,NWF145,NWF137,F,0
26291,1,there,02-01,2,NWF145,NWF137,F,0
26292,1,when,02-01,3,NWF145,NWF137,F,0
26293,1,sun,02-01,4,NWF145,NWF137,F,0
26294,1,rose,02-01,5,NWF145,NWF137,F,0
26295,0,pure,15-06,1,NAM009,NWM077,M,-4
26296,1,bred,15-06,2,NAM009,NWM077,M,-4
26297,0,poodles,15-06,3,NAM009,NWM077,M,-4
26298,0,have,15-06,4,NAM009,NWM077,M,-4
26299,0,curls,15-06,5,NAM009,NWM077,M,-4
26300,0,takes,36-10,1,NWF148,NWM085,M,-2
26301,1,good,36-10,2,NWF148,NWM085,M,-2
26302,0,trap,36-10,3,NWF148,NWM085,M,-2
26303,0,capture,36-10,4,NWF148,NWM085,M,-2
26304,0,bear,36-10,5,NWF148,NWM085,M,-2
26305,1,jerk,41-02,1,NAF012,NWF143,F,0
26306,0,dart,41-02,2,NAF012,NWF143,F,0
26307,0,from,41-02,3,NAF012,NWF143,F,0
26308,0,cork,41-02,4,NAF012,NWF143,F,0
26309,0,target,41-02,5,NAF012,NWF143,F,0
26310,1,jazz,23-08,1,NWM090,NWF133,F,-2
26311,1,swing,23-08,2,NWM090,NWF133,F,-2
26312,1,fans,23-08,3,NWM090,NWF133,F,-2
26313,1,fast,23-08,4,NWM090,NWF133,F,-2
26314,1,music,23-08,5,NWM090,NWF133,F,-2
26315,1,offered,49-05,1,NAF010,NWM082,M,0
26316,1,proof,49-05,2,NAF010,NWM082,M,0
26317,1,form,49-05,3,NAF010,NWM082,M,0
26318,1,large,49-05,4,NAF010,NWM082,M,0
26319,1,chart,49-05,5,NAF010,NWM082,M,0
26320,1,aim,66-05,1,NAM008,NWF004,F,2
26321,1,contest,66-05,2,NAM008,NWF004,F,2
26322,1,raise,66-05,3,NAM008,NWF004,F,2
26323,1,great,66-05,4,NAM008,NWF004,F,2
26324,1,fund,66-05,5,NAM008,NWF004,F,2
26325,0,pick,67-05,1,NWF146,NWM085,M,0
26326,1,card,67-05,2,NWF146,NWM085,M,0
26327,1,slip,67-05,3,NWF146,NWM085,M,0
26328,1,under,67-05,4,NWF146,NWM085,M,0
26329,0,pack,67-05,5,NWF146,NWM085,M,0
26330,0,saw,06-05,1,NAF010,NWM004,M,0
26331,1,tool,06-05,2,NAF010,NWM004,M,0
26332,0,used,06-05,3,NAF010,NWM004,M,0
26333,1,making,06-05,4,NAF010,NWM004,M,0
26334,1,boards,06-05,5,NAF010,NWM004,M,0
26335,0,steam,18-01,1,NWM089,NWF142,F,-2
26336,0,hissed,18-01,2,NWM089,NWF142,F,-2
26337,0,from,18-01,3,NWM089,NWF142,F,-2
26338,0,broken,18-01,4,NWM089,NWF142,F,-2
26339,0,valve,18-01,5,NWM089,NWF142,F,-2
26340,1,wipe,04-04,1,NAM007,NWM001,M,0
26341,1,grease,04-04,2,NAM007,NWM001,M,0
26342,1,off,04-04,3,NAM007,NWM001,M,0
26343,1,dirty,04-04,4,NAM007,NWM001,M,0
26344,1,face,04-04,5,NAM007,NWM001,M,0
26345,1,streets,70-09,1,NAF010,NWF137,F,2
26346,1,narrow,70-09,2,NAF010,NWF137,F,2
26347,1,full,70-09,3,NAF010,NWF137,F,2
26348,1,sharp,70-09,4,NAF010,NWF137,F,2
26349,1,turns,70-09,5,NAF010,NWF137,F,2
26350,1,those,55-01,1,NWF146,NWF002,F,-2
26351,1,last,55-01,2,NWF146,NWF002,F,-2
26352,1,words,55-01,3,NWF146,NWF002,F,-2
26353,0,strong,55-01,4,NWF146,NWF002,F,-2
26354,0,statement,55-01,5,NWF146,NWF002,F,-2
26355,0,torn,18-05,1,NAF010,NWM004,M,-2
26356,0,scraps,18-05,2,NAF010,NWM004,M,-2
26357,0,littered,18-05,3,NAF010,NWM004,M,-2
26358,0,stone,18-05,4,NAF010,NWM004,M,-2
26359,0,floor,18-05,5,NAF010,NWM004,M,-2
26360,0,boss,13-03,1,NAF008,NWM086,M,-4
26361,0,ran,13-03,2,NAF008,NWM086,M,-4
26362,1,show,13-03,3,NAF008,NWM086,M,-4
26363,0,watchful,13-03,4,NAF008,NWM086,M,-4
26364,0,eye,13-03,5,NAF008,NWM086,M,-4
26365,0,plush,33-08,1,NWF150,NWM083,M,-2
26366,1,chair,33-08,2,NWF150,NWM083,M,-2
26367,0,leaned,33-08,3,NWF150,NWM083,M,-2
26368,1,against,33-08,4,NWF150,NWM083,M,-2
26369,1,wall,33-08,5,NWF150,NWM083,M,-2
26370,1,wipe,04-04,1,NAF012,NWM001,M,-2
26371,1,grease,04-04,2,NAF012,NWM001,M,-2
26372,1,off,04-04,3,NAF012,NWM001,M,-2
26373,1,dirty,04-04,4,NAF012,NWM001,M,-2
26374,1,face,04-04,5,NAF012,NWM001,M,-2
26375,0,bill,10-10,1,NAF010,NWF143,F,-4
26376,1,paid,10-10,2,NAF010,NWF143,F,-4
26377,1,every,10-10,3,NAF010,NWF143,F,-4
26378,0,third,10-10,4,NAF010,NWF143,F,-4
26379,0,week,10-10,5,NAF010,NWF143,F,-4
26380,0,pick,67-05,1,NAF008,NWF133,F,-4
26381,1,card,67-05,2,NAF008,NWF133,F,-4
26382,1,slip,67-05,3,NAF008,NWF133,F,-4
26383,1,under,67-05,4,NAF008,NWF133,F,-4
26384,0,pack,67-05,5,NAF008,NWF133,F,-4
26385,0,ripe,11-07,1,NWF145,NWM004,M,0
26386,1,taste,11-07,2,NWF145,NWM004,M,0
26387,1,cheese,11-07,3,NWF145,NWM004,M,0
26388,0,improves,11-07,4,NWF145,NWM004,M,0
26389,0,age,11-07,5,NWF145,NWM004,M,0
26390,0,fill,33-01,1,NAM005,NWF002,F,-4
26391,0,ink,33-01,2,NAM005,NWF002,F,-4
26392,0,jar,33-01,3,NAM005,NWF002,F,-4
26393,0,sticky,33-01,4,NAM005,NWF002,F,-4
26394,0,glue,33-01,5,NAM005,NWF002,F,-4
26395,0,torn,18-05,1,NWM089,NWM055,M,-4
26396,0,scraps,18-05,2,NWM089,NWM055,M,-4
26397,0,littered,18-05,3,NWM089,NWM055,M,-4
26398,0,stone,18-05,4,NWM089,NWM055,M,-4
26399,0,floor,18-05,5,NWM089,NWM055,M,-4
26400,1,watch,30-04,1,NAF010,NWM002,M,2
26401,1,log,30-04,2,NAF010,NWM002,M,2
26402,1,float,30-04,3,NAF010,NWM002,M,2
26403,1,wide,30-04,4,NAF010,NWM002,M,2
26404,1,river,30-04,5,NAF010,NWM002,M,2
26405,1,bad,70-02,1,NWF147,NWM085,M,0
26406,1,error,70-02,2,NWF147,NWM085,M,0
26407,1,part,70-02,3,NWF147,NWM085,M,0
26408,0,new,70-02,4,NWF147,NWM085,M,0
26409,1,judge,70-02,5,NWF147,NWM085,M,0
26410,1,play,25-02,1,NWF148,NWF008,F,2
26411,1,began,25-02,2,NWF148,NWF008,F,2
26412,1,soon,25-02,3,NWF148,NWF008,F,2
26413,1,sat,25-02,4,NWF148,NWF008,F,2
26414,1,down,25-02,5,NWF148,NWF008,F,2
26415,0,break,56-10,1,NWM090,NWF003,F,-2
26416,0,dam,56-10,2,NWM090,NWF003,F,-2
26417,0,almost,56-10,3,NWM090,NWF003,F,-2
26418,0,caused,56-10,4,NWM090,NWF003,F,-2
26419,0,flood,56-10,5,NWM090,NWF003,F,-2
26420,1,cannot,67-10,1,NAF008,NWF137,F,2
26421,0,brew,67-10,2,NAF008,NWF137,F,2
26422,1,tea,67-10,3,NAF008,NWF137,F,2
26423,1,cold,67-10,4,NAF008,NWF137,F,2
26424,1,pot,67-10,5,NAF008,NWF137,F,2
26425,1,curtain,71-06,1,NAF010,NWF140,F,-2
26426,1,rose,71-06,2,NAF010,NWF140,F,-2
26427,1,show,71-06,3,NAF010,NWF140,F,-2
26428,1,was,71-06,4,NAF010,NWF140,F,-2
26429,1,on,71-06,5,NAF010,NWF140,F,-2
26430,1,slide,31-01,1,NAM007,NWM001,M,2
26431,1,box,31-01,2,NAM007,NWM001,M,2
26432,1,into,31-01,3,NAM007,NWM001,M,2
26433,0,empty,31-01,4,NAM007,NWM001,M,2
26434,1,space,31-01,5,NAM007,NWM001,M,2
26435,1,down,55-04,1,NAF008,NWF139,F,-2
26436,1,road,55-04,2,NAF008,NWF139,F,-2
26437,0,way,55-04,3,NAF008,NWF139,F,-2
26438,0,grain,55-04,4,NAF008,NWF139,F,-2
26439,0,farmer,55-04,5,NAF008,NWF139,F,-2
26440,1,roads,39-04,1,NAF010,NWM001,M,-2
26441,1,paved,39-04,2,NAF010,NWM001,M,-2
26442,1,with,39-04,3,NAF010,NWM001,M,-2
26443,1,sticky,39-04,4,NAF010,NWM001,M,-2
26444,1,tar,39-04,5,NAF010,NWM001,M,-2
26445,1,grass,72-06,1,NAM009,NWF136,F,0
26446,1,bushes,72-06,2,NAM009,NWF136,F,0
26447,1,were,72-06,3,NAM009,NWF136,F,0
26448,1,wet,72-06,4,NAM009,NWF136,F,0
26449,1,dew,72-06,5,NAM009,NWF136,F,0
26450,1,waxed,24-09,1,NAF012,NWF003,F,2
26451,1,floor,24-09,2,NAF012,NWF003,F,2
26452,1,makes,24-09,3,NAF012,NWF003,F,2
26453,1,lose,24-09,4,NAF012,NWF003,F,2
26454,1,balance,24-09,5,NAF012,NWF003,F,2
26455,1,vent,57-09,1,NWF149,NWF133,F,0
26456,1,near,57-09,2,NWF149,NWF133,F,0
26457,1,edge,57-09,3,NWF149,NWF133,F,0
26458,1,fresh,57-09,4,NWF149,NWF133,F,0
26459,1,air,57-09,5,NWF149,NWF133,F,0
26460,1,fill,33-01,1,NAF010,NWF136,F,-2
26461,1,ink,33-01,2,NAF010,NWF136,F,-2
26462,1,jar,33-01,3,NAF010,NWF136,F,-2
26463,1,sticky,33-01,4,NAF010,NWF136,F,-2
26464,1,glue,33-01,5,NAF010,NWF136,F,-2
26465,1,those,07-10,1,NWF145,NWF002,F,2
26466,1,words,07-10,2,NWF145,NWF002,F,2
26467,0,cue,07-10,3,NWF145,NWF002,F,2
26468,0,actor,07-10,4,NWF145,NWF002,F,2
26469,0,leave,07-10,5,NWF145,NWF002,F,2
26470,0,throw,45-10,1,NAM005,NWM005,M,2
26471,1,used,45-10,2,NAM005,NWM005,M,2
26472,1,paper,45-10,3,NAM005,NWM005,M,2
26473,1,cup,45-10,4,NAM005,NWM005,M,2
26474,0,plate,45-10,5,NAM005,NWM005,M,2
26475,1,point,42-09,1,NWF149,NWM005,M,-2
26476,1,steel,42-09,2,NWF149,NWM005,M,-2
26477,0,pen,42-09,3,NWF149,NWM005,M,-2
26478,1,bent,42-09,4,NWF149,NWM005,M,-2
26479,0,twisted,42-09,5,NWF149,NWM005,M,-2
26480,0,watch,30-04,1,NAM009,NWF002,F,-2
26481,0,log,30-04,2,NAM009,NWF002,F,-2
26482,0,float,30-04,3,NAM009,NWF002,F,-2
26483,0,wide,30-04,4,NAM009,NWF002,F,-2
26484,0,river,30-04,5,NAM009,NWF002,F,-2
26485,0,gold,65-09,1,NAF010,NWF002,F,0
26486,0,vase,65-09,2,NAF010,NWF002,F,0
26487,0,both,65-09,3,NAF010,NWF002,F,0
26488,0,rare,65-09,4,NAF010,NWF002,F,0
26489,0,costly,65-09,5,NAF010,NWF002,F,0
26490,1,those,55-01,1,NWM090,NWM081,M,0
26491,1,last,55-01,2,NWM090,NWM081,M,0
26492,1,words,55-01,3,NWM090,NWM081,M,0
26493,1,strong,55-01,4,NWM090,NWM081,M,0
26494,0,statement,55-01,5,NWM090,NWM081,M,0
26495,1,dull,60-07,1,NWF148,NWM084,M,0
26496,1,stories,60-07,2,NWF148,NWM084,M,0
26497,1,make,60-07,3,NWF148,NWM084,M,0
26498,1,her,60-07,4,NWF148,NWM084,M,0
26499,1,laugh,60-07,5,NWF148,NWM084,M,0
26500,1,abrupt,17-05,1,NWM090,NWM077,M,-2
26501,0,start,17-05,2,NWM090,NWM077,M,-2
26502,1,not,17-05,3,NWM090,NWM077,M,-2
26503,0,win,17-05,4,NWM090,NWM077,M,-2
26504,0,prize,17-05,5,NWM090,NWM077,M,-2
26505,1,offered,49-05,1,NAM007,NWF003,F,0
26506,0,proof,49-05,2,NAM007,NWF003,F,0
26507,0,form,49-05,3,NAM007,NWF003,F,0
26508,1,large,49-05,4,NAM007,NWF003,F,0
26509,0,chart,49-05,5,NAM007,NWF003,F,0
26510,0,wrote,39-01,1,NWF145,NWM079,M,-4
26511,1,down,39-01,2,NWF145,NWM079,M,-4
26512,0,long,39-01,3,NWF145,NWM079,M,-4
26513,0,list,39-01,4,NWF145,NWM079,M,-4
26514,0,items,39-01,5,NWF145,NWM079,M,-4
26515,1,roads,39-04,1,NWM090,NWM080,M,0
26516,1,paved,39-04,2,NWM090,NWM080,M,0
26517,1,with,39-04,3,NWM090,NWM080,M,0
26518,1,sticky,39-04,4,NWM090,NWM080,M,0
26519,1,tar,39-04,5,NWM090,NWM080,M,0
26520,1,early,62-06,1,NWM090,NWF137,F,0
26521,1,phase,62-06,2,NWM090,NWF137,F,0
26522,1,life,62-06,3,NWM090,NWF137,F,0
26523,1,moves,62-06,4,NWM090,NWF137,F,0
26524,1,fast,62-06,5,NWM090,NWF137,F,0
26525,1,no,41-09,1,NWF147,NWF003,F,2
26526,1,hardship,41-09,2,NWF147,NWF003,F,2
26527,1,seemed,41-09,3,NWF147,NWF003,F,2
26528,0,make,41-09,4,NWF147,NWF003,F,2
26529,0,sad,41-09,5,NWF147,NWF003,F,2
26530,1,our,36-08,1,NAF010,NWM078,M,2
26531,1,plans,36-08,2,NAF010,NWM078,M,2
26532,1,right,36-08,3,NAF010,NWM078,M,2
26533,1,now,36-08,4,NAF010,NWM078,M,2
26534,0,hazy,36-08,5,NAF010,NWM078,M,2
26535,0,frosty,06-01,1,NAF010,NWM001,M,-4
26536,1,air,06-01,2,NAF010,NWM001,M,-4
26537,1,passed,06-01,3,NAF010,NWM001,M,-4
26538,0,through,06-01,4,NAF010,NWM001,M,-4
26539,0,coat,06-01,5,NAF010,NWM001,M,-4
26540,0,pennant,12-03,1,NWF147,NWM005,M,-2
26541,1,waved,12-03,2,NWF147,NWM005,M,-2
26542,0,when,12-03,3,NWF147,NWM005,M,-2
26543,0,wind,12-03,4,NWF147,NWM005,M,-2
26544,0,blew,12-03,5,NWF147,NWM005,M,-2
26545,1,six,61-09,1,NWF147,NWF136,F,0
26546,1,comes,61-09,2,NWF147,NWF136,F,0
26547,1,more,61-09,3,NWF147,NWF136,F,0
26548,1,often,61-09,4,NWF147,NWF136,F,0
26549,1,ten,61-09,5,NWF147,NWF136,F,0
26550,1,sent,47-04,1,NWF145,NWF133,F,2
26551,1,figs,47-04,2,NWF145,NWF133,F,2
26552,1,kept,47-04,3,NWF145,NWF133,F,2
26553,1,ripe,47-04,4,NWF145,NWF133,F,2
26554,1,cherries,47-04,5,NWF145,NWF133,F,2
